claim_id,kind,token,displayed_or_referenced,routes,section_or_chart,data_path,raw_value,rendered_value,contract_identity,evidence_role,cutoff_class,verdict,recommended_action,provenance
NUM-0011,named_numeric_token,arch.ladder.q1.clang.native,True,expert.html,current exact architecture and query-ladder tables,,0.7210177419377255,0.721×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.1.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0012,named_numeric_token,arch.ladder.q1.clang.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.5998961848446426,0.600×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.1.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0013,named_numeric_token,arch.ladder.q1.gcc.cse,True,expert.html,current exact architecture and query-ladder tables,,0.8227266062871784,0.823×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.1.speedup_over_r2.cse_flat_bigint.case_cluster_geomean_speedup
NUM-0014,named_numeric_token,arch.ladder.q1.gcc.native,True,expert.html,current exact architecture and query-ladder tables,,0.7274917675793245,0.727×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.1.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0015,named_numeric_token,arch.ladder.q1.gcc.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.5984575282852246,0.598×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.1.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0016,named_numeric_token,arch.ladder.q16.clang.cse,True,expert.html,current exact architecture and query-ladder tables,,0.9946084903764483,0.995×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.16.speedup_over_r2.cse_flat_bigint.case_cluster_geomean_speedup
NUM-0017,named_numeric_token,arch.ladder.q16.clang.native,True,expert.html,current exact architecture and query-ladder tables,,0.9605007621858178,0.961×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.16.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0018,named_numeric_token,arch.ladder.q16.clang.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.6030496468810488,0.603×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.16.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0019,named_numeric_token,arch.ladder.q16.gcc.cse,True,expert.html,current exact architecture and query-ladder tables,,1.0041478740937828,1.004×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.16.speedup_over_r2.cse_flat_bigint.case_cluster_geomean_speedup
NUM-0020,named_numeric_token,arch.ladder.q16.gcc.native,True,expert.html,current exact architecture and query-ladder tables,,0.9854616798873357,0.985×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.16.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0021,named_numeric_token,arch.ladder.q16.gcc.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.6211141719096203,0.621×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.16.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0022,named_numeric_token,arch.ladder.q4.clang.cse,True,expert.html,current exact architecture and query-ladder tables,,0.8974117283333218,0.897×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.4.speedup_over_r2.cse_flat_bigint.case_cluster_geomean_speedup
NUM-0023,named_numeric_token,arch.ladder.q4.clang.native,True,expert.html,current exact architecture and query-ladder tables,,0.8048907917371362,0.805×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.4.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0024,named_numeric_token,arch.ladder.q4.clang.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.6049330694765936,0.605×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.4.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0025,named_numeric_token,arch.ladder.q4.gcc.cse,True,expert.html,current exact architecture and query-ladder tables,,0.8979580725889508,0.898×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.4.speedup_over_r2.cse_flat_bigint.case_cluster_geomean_speedup
NUM-0026,named_numeric_token,arch.ladder.q4.gcc.native,True,expert.html,current exact architecture and query-ladder tables,,0.8185384828295841,0.819×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.4.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0027,named_numeric_token,arch.ladder.q4.gcc.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.6068552545168506,0.607×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.4.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0028,named_numeric_token,arch.ladder.q64.cases,True,expert.html,current exact architecture and query-ladder tables,,54,54,not applicable or defined by the adjacent chart/table contract,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.*.query_counts.64.speedup_over_r2.cse_flat_bigint.case_clusters
NUM-0029,named_numeric_token,arch.ladder.q64.clang.cse,True,expert.html,current exact architecture and query-ladder tables,,1.0901610660623866,1.090×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.64.speedup_over_r2.cse_flat_bigint.case_cluster_geomean_speedup
NUM-0030,named_numeric_token,arch.ladder.q64.clang.cse_min,True,expert.html,current exact architecture and query-ladder tables,,1.0130959233759051,1.013×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.64.speedup_over_r2.cse_flat_bigint.minimum_case_speedup
NUM-0031,named_numeric_token,arch.ladder.q64.clang.cse_wins,True,expert.html,current exact architecture and query-ladder tables,,54,54,not applicable or defined by the adjacent chart/table contract,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.64.speedup_over_r2.cse_flat_bigint.candidate_case_wins
NUM-0032,named_numeric_token,arch.ladder.q64.clang.native,True,expert.html,current exact architecture and query-ladder tables,,1.0256215564754094,1.026×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.64.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0033,named_numeric_token,arch.ladder.q64.clang.native_fresh,True,expert.html,current exact architecture and query-ladder tables,,0.9107288948989337,0.911×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.64.speedup_over_r2.native_fused_slots.fresh.case_cluster_geomean_speedup
NUM-0034,named_numeric_token,arch.ladder.q64.clang.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.5489976250316945,0.549×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.64.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0035,named_numeric_token,arch.ladder.q64.clang.native_observed,True,expert.html,current exact architecture and query-ladder tables,,1.3007181167687927,1.301×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.clang_epyc_9575f.query_counts.64.speedup_over_r2.native_fused_slots.observed_regression.case_cluster_geomean_speedup
NUM-0036,named_numeric_token,arch.ladder.q64.gcc.cse,True,expert.html,current exact architecture and query-ladder tables,,1.1003675355508402,1.100×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.64.speedup_over_r2.cse_flat_bigint.case_cluster_geomean_speedup
NUM-0037,named_numeric_token,arch.ladder.q64.gcc.cse_min,True,expert.html,current exact architecture and query-ladder tables,,1.0306431715124937,1.031×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.64.speedup_over_r2.cse_flat_bigint.minimum_case_speedup
NUM-0038,named_numeric_token,arch.ladder.q64.gcc.cse_wins,True,expert.html,current exact architecture and query-ladder tables,,54,54,not applicable or defined by the adjacent chart/table contract,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.64.speedup_over_r2.cse_flat_bigint.candidate_case_wins
NUM-0039,named_numeric_token,arch.ladder.q64.gcc.native,True,expert.html,current exact architecture and query-ladder tables,,1.0493485581414423,1.049×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.64.speedup_over_r2.native_fused_slots.case_cluster_geomean_speedup
NUM-0040,named_numeric_token,arch.ladder.q64.gcc.native_fresh,True,expert.html,current exact architecture and query-ladder tables,,0.9328369083353143,0.933×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.64.speedup_over_r2.native_fused_slots.fresh.case_cluster_geomean_speedup
NUM-0041,named_numeric_token,arch.ladder.q64.gcc.native_min,True,expert.html,current exact architecture and query-ladder tables,,0.5671436217268969,0.567×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.64.speedup_over_r2.native_fused_slots.minimum_case_speedup
NUM-0042,named_numeric_token,arch.ladder.q64.gcc.native_observed,True,expert.html,current exact architecture and query-ladder tables,,1.3278464857082772,1.328×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.query_counts.64.speedup_over_r2.native_fused_slots.observed_regression.case_cluster_geomean_speedup
NUM-0043,named_numeric_token,arch.ladder.rows_per_host,True,expert.html,current exact architecture and query-ladder tables,,27648,"27,648",not applicable or defined by the adjacent chart/table contract,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: hosts.gcc_epyc_9655.rows
NUM-0044,named_numeric_token,arch.multi.cases,True,expert.html,current exact architecture and query-ladder tables,,12,12,not applicable or defined by the adjacent chart/table contract,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_comparison_execution_retry_20260903/ANALYSIS.json :: lanes.C.python_union_over_separate.case_clusters
NUM-0045,named_numeric_token,arch.multi.native_union.hi,True,expert.html,current exact architecture and query-ladder tables,,1.2635229003956634,1.264×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_comparison_execution_retry_20260903/ANALYSIS.json :: lanes.C.native_union_over_separate.case_cluster_bootstrap_ci95_high
NUM-0046,named_numeric_token,arch.multi.native_union.lo,True,expert.html,current exact architecture and query-ladder tables,,1.2094897042554107,1.209×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_comparison_execution_retry_20260903/ANALYSIS.json :: lanes.C.native_union_over_separate.case_cluster_bootstrap_ci95_low
NUM-0047,named_numeric_token,arch.multi.native_union.speedup,True,expert.html,current exact architecture and query-ladder tables,,1.237987205540231,1.238×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_comparison_execution_retry_20260903/ANALYSIS.json :: lanes.C.native_union_over_separate.case_cluster_geomean_speedup
NUM-0048,named_numeric_token,arch.multi.native_vs_python.hi,True,expert.html,current exact architecture and query-ladder tables,,1.0465873727708035,1.047×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_comparison_execution_retry_20260903/ANALYSIS.json :: lanes.C.native_union_over_python_union.case_cluster_bootstrap_ci95_high
NUM-0049,named_numeric_token,arch.multi.native_vs_python.lo,True,expert.html,current exact architecture and query-ladder tables,,0.9532511720690202,0.953×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_comparison_execution_retry_20260903/ANALYSIS.json :: lanes.C.native_union_over_python_union.case_cluster_bootstrap_ci95_low
NUM-0050,named_numeric_token,arch.multi.native_vs_python.speedup,True,expert.html,current exact architecture and query-ladder tables,,1.002884067108386,1.003×,named_candidate speedup over comparator; above 1 favors the named candidate,current_confirmation_or_control,at_or_before_normal_cutoff_or_undated,correct_for_named_architecture_contract_through_cutoff,"Retain explicit task, host, baseline, and charged-boundary labels; do not generalize to a universal CM winner.",docs/recognition/architecture_comparison_execution_retry_20260903/ANALYSIS.json :: lanes.C.native_union_over_python_union.case_cluster_geomean_speedup
